area_code,area_name,period,indicator,measure,units,value
E06000042,Milton Keynes,September 2023,Claimant count,Count,Persons,6700
E06000042,Milton Keynes,September 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.5
E08000029,Solihull,September 2023,Claimant count,Count,Persons,4020
E08000029,Solihull,September 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.1
E06000025,South Gloucestershire,September 2023,Claimant count,Count,Persons,3085
E06000025,South Gloucestershire,September 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,1.6
E08000007,Stockport,September 2023,Claimant count,Count,Persons,5580
E08000007,Stockport,September 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.1
E06000020,Telford and Wrekin,September 2023,Claimant count,Count,Persons,3925
E06000020,Telford and Wrekin,September 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.3
E06000055,Bedford,September 2023,Claimant count,Count,Persons,4660
E06000055,Bedford,September 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.9
E06000050,Cheshire West and Chester,September 2023,Claimant count,Count,Persons,5390
E06000050,Cheshire West and Chester,September 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.4
E06000061,North Northamptonshire,September 2023,Claimant count,Count,Persons,7395
E06000061,North Northamptonshire,September 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.2
E08000002,Bury,September 2023,Claimant count,Count,Persons,4800
E08000002,Bury,September 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4
E06000015,Derby,September 2023,Claimant count,Count,Persons,7880
E06000015,Derby,September 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.7
E06000031,Peterborough,September 2023,Claimant count,Count,Persons,7000
E06000031,Peterborough,September 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.1
E06000004,Stockton-on-Tees,September 2023,Claimant count,Count,Persons,4785
E06000004,Stockton-on-Tees,September 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.9
E06000006,Halton,September 2023,Claimant count,Count,Persons,3505
E06000006,Halton,September 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.4
E08000009,Trafford,September 2023,Claimant count,Count,Persons,4315
E08000009,Trafford,September 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3
E92000001,England,October 2023,Claimant count,Count,Persons,1323745
E92000001,England,October 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.7
E06000030,Swindon,October 2023,Claimant count,Count,Persons,4420
E06000030,Swindon,October 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.9
E06000007,Warrington,October 2023,Claimant count,Count,Persons,3185
E06000007,Warrington,October 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.4
E06000042,Milton Keynes,October 2023,Claimant count,Count,Persons,6715
E06000042,Milton Keynes,October 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.5
E08000029,Solihull,October 2023,Claimant count,Count,Persons,4045
E08000029,Solihull,October 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.1
E06000025,South Gloucestershire,October 2023,Claimant count,Count,Persons,3185
E06000025,South Gloucestershire,October 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,1.7
E08000007,Stockport,October 2023,Claimant count,Count,Persons,5590
E08000007,Stockport,October 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.1
E06000020,Telford and Wrekin,October 2023,Claimant count,Count,Persons,4025
E06000020,Telford and Wrekin,October 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.4
E06000055,Bedford,October 2023,Claimant count,Count,Persons,4740
E06000055,Bedford,October 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4
E06000050,Cheshire West and Chester,October 2023,Claimant count,Count,Persons,5525
E06000050,Cheshire West and Chester,October 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.5
E06000061,North Northamptonshire,October 2023,Claimant count,Count,Persons,7435
E06000061,North Northamptonshire,October 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.3
E08000002,Bury,October 2023,Claimant count,Count,Persons,4795
E08000002,Bury,October 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4
E06000015,Derby,October 2023,Claimant count,Count,Persons,7850
E06000015,Derby,October 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.6
E06000031,Peterborough,October 2023,Claimant count,Count,Persons,6975
E06000031,Peterborough,October 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.1
E06000004,Stockton-on-Tees,October 2023,Claimant count,Count,Persons,4625
E06000004,Stockton-on-Tees,October 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.7
E06000006,Halton,October 2023,Claimant count,Count,Persons,3475
E06000006,Halton,October 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.3
E08000009,Trafford,October 2023,Claimant count,Count,Persons,4385
E08000009,Trafford,October 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3
E92000001,England,November 2023,Claimant count,Count,Persons,1332875
E92000001,England,November 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.7
E06000030,Swindon,November 2023,Claimant count,Count,Persons,4640
E06000030,Swindon,November 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3
E06000007,Warrington,November 2023,Claimant count,Count,Persons,3230
E06000007,Warrington,November 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.5
E06000042,Milton Keynes,November 2023,Claimant count,Count,Persons,6680
E06000042,Milton Keynes,November 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.5
E08000029,Solihull,November 2023,Claimant count,Count,Persons,4085
E08000029,Solihull,November 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.2
E06000025,South Gloucestershire,November 2023,Claimant count,Count,Persons,3300
E06000025,South Gloucestershire,November 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,1.7
E08000007,Stockport,November 2023,Claimant count,Count,Persons,5700
E08000007,Stockport,November 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.1
E06000020,Telford and Wrekin,November 2023,Claimant count,Count,Persons,3965
E06000020,Telford and Wrekin,November 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.3
E06000055,Bedford,November 2023,Claimant count,Count,Persons,4675
E06000055,Bedford,November 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.9
E06000050,Cheshire West and Chester,November 2023,Claimant count,Count,Persons,5605
E06000050,Cheshire West and Chester,November 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.5
E06000061,North Northamptonshire,November 2023,Claimant count,Count,Persons,7315
E06000061,North Northamptonshire,November 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.2
E08000002,Bury,November 2023,Claimant count,Count,Persons,4880
E08000002,Bury,November 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.1
E06000015,Derby,November 2023,Claimant count,Count,Persons,7965
E06000015,Derby,November 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.7
E06000031,Peterborough,November 2023,Claimant count,Count,Persons,6940
E06000031,Peterborough,November 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5
E06000004,Stockton-on-Tees,November 2023,Claimant count,Count,Persons,4625
E06000004,Stockton-on-Tees,November 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.7
E06000006,Halton,November 2023,Claimant count,Count,Persons,3545
E06000006,Halton,November 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.4
E08000009,Trafford,November 2023,Claimant count,Count,Persons,4355
E08000009,Trafford,November 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3
E92000001,England,December 2023,Claimant count,Count,Persons,1341150
E92000001,England,December 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.7
E06000030,Swindon,December 2023,Claimant count,Count,Persons,4540
E06000030,Swindon,December 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3
E06000007,Warrington,December 2023,Claimant count,Count,Persons,3140
E06000007,Warrington,December 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.4
E06000042,Milton Keynes,December 2023,Claimant count,Count,Persons,6710
E06000042,Milton Keynes,December 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.5
E08000029,Solihull,December 2023,Claimant count,Count,Persons,4050
E08000029,Solihull,December 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.1
E06000025,South Gloucestershire,December 2023,Claimant count,Count,Persons,3200
E06000025,South Gloucestershire,December 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,1.7
E08000007,Stockport,December 2023,Claimant count,Count,Persons,5650
E08000007,Stockport,December 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.1
E06000020,Telford and Wrekin,December 2023,Claimant count,Count,Persons,3945
E06000020,Telford and Wrekin,December 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.3
E06000055,Bedford,December 2023,Claimant count,Count,Persons,4735
E06000055,Bedford,December 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4
E06000050,Cheshire West and Chester,December 2023,Claimant count,Count,Persons,5480
E06000050,Cheshire West and Chester,December 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.5
E06000061,North Northamptonshire,December 2023,Claimant count,Count,Persons,7365
E06000061,North Northamptonshire,December 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.2
E08000002,Bury,December 2023,Claimant count,Count,Persons,4920
E08000002,Bury,December 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.1
E06000015,Derby,December 2023,Claimant count,Count,Persons,8015
E06000015,Derby,December 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.7
E06000031,Peterborough,December 2023,Claimant count,Count,Persons,6920
E06000031,Peterborough,December 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5
E06000004,Stockton-on-Tees,December 2023,Claimant count,Count,Persons,4670
E06000004,Stockton-on-Tees,December 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.8
E06000006,Halton,December 2023,Claimant count,Count,Persons,3495
E06000006,Halton,December 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.3
E08000009,Trafford,December 2023,Claimant count,Count,Persons,4335
E08000009,Trafford,December 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3
E92000001,England,January 2024,Claimant count,Count,Persons,1350895
E92000001,England,January 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.7
E06000030,Swindon,January 2024,Claimant count,Count,Persons,4590
E06000030,Swindon,January 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3
E06000007,Warrington,January 2024,Claimant count,Count,Persons,3140
E06000007,Warrington,January 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.4
E06000042,Milton Keynes,January 2024,Claimant count,Count,Persons,6810
E06000042,Milton Keynes,January 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.6
E08000029,Solihull,January 2024,Claimant count,Count,Persons,4130
E08000029,Solihull,January 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.2
E06000025,South Gloucestershire,January 2024,Claimant count,Count,Persons,3285
E06000025,South Gloucestershire,January 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,1.7
E08000007,Stockport,January 2024,Claimant count,Count,Persons,5730
E08000007,Stockport,January 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.1
E06000020,Telford and Wrekin,January 2024,Claimant count,Count,Persons,3985
E06000020,Telford and Wrekin,January 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.3
E06000055,Bedford,January 2024,Claimant count,Count,Persons,4710
E06000055,Bedford,January 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4
E06000050,Cheshire West and Chester,January 2024,Claimant count,Count,Persons,5525
E06000050,Cheshire West and Chester,January 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.5
E06000061,North Northamptonshire,January 2024,Claimant count,Count,Persons,7510
E06000061,North Northamptonshire,January 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.3
E08000002,Bury,January 2024,Claimant count,Count,Persons,4985
E08000002,Bury,January 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.1
E06000015,Derby,January 2024,Claimant count,Count,Persons,8085
E06000015,Derby,January 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.8
E06000031,Peterborough,January 2024,Claimant count,Count,Persons,7025
E06000031,Peterborough,January 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.1
E06000004,Stockton-on-Tees,January 2024,Claimant count,Count,Persons,4655
E06000004,Stockton-on-Tees,January 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.7
E06000006,Halton,January 2024,Claimant count,Count,Persons,3525
E06000006,Halton,January 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.4
E08000009,Trafford,January 2024,Claimant count,Count,Persons,4325
E08000009,Trafford,January 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3
E92000001,England,February 2024,Claimant count,Count,Persons,1388605
E92000001,England,February 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.8
E06000030,Swindon,February 2024,Claimant count,Count,Persons,4830
E06000030,Swindon,February 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.2
E06000007,Warrington,February 2024,Claimant count,Count,Persons,3240
E06000007,Warrington,February 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.5
E06000042,Milton Keynes,February 2024,Claimant count,Count,Persons,7105
E06000042,Milton Keynes,February 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.7
E08000029,Solihull,February 2024,Claimant count,Count,Persons,4180
E08000029,Solihull,February 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.2
E06000025,South Gloucestershire,February 2024,Claimant count,Count,Persons,3460
E06000025,South Gloucestershire,February 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,1.8
E08000007,Stockport,February 2024,Claimant count,Count,Persons,5845
E08000007,Stockport,February 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.2
E06000020,Telford and Wrekin,February 2024,Claimant count,Count,Persons,4125
E06000020,Telford and Wrekin,February 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.4
E06000055,Bedford,February 2024,Claimant count,Count,Persons,4775
E06000055,Bedford,February 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4
E06000050,Cheshire West and Chester,February 2024,Claimant count,Count,Persons,5680
E06000050,Cheshire West and Chester,February 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.5
E06000061,North Northamptonshire,February 2024,Claimant count,Count,Persons,7730
E06000061,North Northamptonshire,February 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.4
E08000002,Bury,February 2024,Claimant count,Count,Persons,5100
E08000002,Bury,February 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.2
E06000015,Derby,February 2024,Claimant count,Count,Persons,8380
E06000015,Derby,February 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5
E06000031,Peterborough,February 2024,Claimant count,Count,Persons,7350
E06000031,Peterborough,February 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.3
E06000004,Stockton-on-Tees,February 2024,Claimant count,Count,Persons,4755
E06000004,Stockton-on-Tees,February 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.8
E06000006,Halton,February 2024,Claimant count,Count,Persons,3530
E06000006,Halton,February 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.4
E08000009,Trafford,February 2024,Claimant count,Count,Persons,4435
E08000009,Trafford,February 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3
E92000001,England,March 2024,Claimant count,Count,Persons,1399085
E92000001,England,March 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.9
E06000030,Swindon,March 2024,Claimant count,Count,Persons,5005
E06000030,Swindon,March 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.3
E06000007,Warrington,March 2024,Claimant count,Count,Persons,3265
E06000007,Warrington,March 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.5
E06000042,Milton Keynes,March 2024,Claimant count,Count,Persons,7325
E06000042,Milton Keynes,March 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.8
E08000029,Solihull,March 2024,Claimant count,Count,Persons,4235
E08000029,Solihull,March 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.3
E06000025,South Gloucestershire,March 2024,Claimant count,Count,Persons,3500
E06000025,South Gloucestershire,March 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,1.9
E08000007,Stockport,March 2024,Claimant count,Count,Persons,5790
E08000007,Stockport,March 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.2
E06000020,Telford and Wrekin,March 2024,Claimant count,Count,Persons,4160
E06000020,Telford and Wrekin,March 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.5
E06000055,Bedford,March 2024,Claimant count,Count,Persons,4730
E06000055,Bedford,March 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4
E06000050,Cheshire West and Chester,March 2024,Claimant count,Count,Persons,5755
E06000050,Cheshire West and Chester,March 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.6
E06000061,North Northamptonshire,March 2024,Claimant count,Count,Persons,7710
E06000061,North Northamptonshire,March 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.4
E08000002,Bury,March 2024,Claimant count,Count,Persons,5235
E08000002,Bury,March 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.3
E06000015,Derby,March 2024,Claimant count,Count,Persons,8850
E06000015,Derby,March 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.2
E06000031,Peterborough,March 2024,Claimant count,Count,Persons,7700
E06000031,Peterborough,March 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.6
E06000004,Stockton-on-Tees,March 2024,Claimant count,Count,Persons,4865
E06000004,Stockton-on-Tees,March 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.9
E06000006,Halton,March 2024,Claimant count,Count,Persons,3600
E06000006,Halton,March 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.5
E08000009,Trafford,March 2024,Claimant count,Count,Persons,4480
E08000009,Trafford,March 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.1
E92000001,England,April 2024,Claimant count,Count,Persons,1387390
E92000001,England,April 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.8
E06000030,Swindon,April 2024,Claimant count,Count,Persons,4910
E06000030,Swindon,April 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.2
E06000007,Warrington,April 2024,Claimant count,Count,Persons,3275
E06000007,Warrington,April 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.5
E06000042,Milton Keynes,April 2024,Claimant count,Count,Persons,7490
E06000042,Milton Keynes,April 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.9
E08000029,Solihull,April 2024,Claimant count,Count,Persons,4095
E08000029,Solihull,April 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.2
E06000025,South Gloucestershire,April 2024,Claimant count,Count,Persons,3465
E06000025,South Gloucestershire,April 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,1.8
E08000007,Stockport,April 2024,Claimant count,Count,Persons,5750
E08000007,Stockport,April 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.2
E06000020,Telford and Wrekin,April 2024,Claimant count,Count,Persons,4095
E06000020,Telford and Wrekin,April 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.4
E06000055,Bedford,April 2024,Claimant count,Count,Persons,4690
E06000055,Bedford,April 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4
E06000050,Cheshire West and Chester,April 2024,Claimant count,Count,Persons,5675
E06000050,Cheshire West and Chester,April 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.5
E06000061,North Northamptonshire,April 2024,Claimant count,Count,Persons,7770
E06000061,North Northamptonshire,April 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.4
E08000002,Bury,April 2024,Claimant count,Count,Persons,5265
E08000002,Bury,April 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.4
E06000015,Derby,April 2024,Claimant count,Count,Persons,8865
E06000015,Derby,April 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.2
E06000031,Peterborough,April 2024,Claimant count,Count,Persons,7685
E06000031,Peterborough,April 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.6
E06000004,Stockton-on-Tees,April 2024,Claimant count,Count,Persons,4855
E06000004,Stockton-on-Tees,April 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.9
E06000006,Halton,April 2024,Claimant count,Count,Persons,3595
E06000006,Halton,April 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.5
E08000009,Trafford,April 2024,Claimant count,Count,Persons,4420
E08000009,Trafford,April 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3
E92000001,England,May 2024,Claimant count,Count,Persons,1399125
E92000001,England,May 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.9
E06000030,Swindon,May 2024,Claimant count,Count,Persons,4935
E06000030,Swindon,May 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.2
E06000007,Warrington,May 2024,Claimant count,Count,Persons,3230
E06000007,Warrington,May 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.5
E06000042,Milton Keynes,May 2024,Claimant count,Count,Persons,7540
E06000042,Milton Keynes,May 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.9
E08000029,Solihull,May 2024,Claimant count,Count,Persons,4115
E08000029,Solihull,May 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.2
E06000025,South Gloucestershire,May 2024,Claimant count,Count,Persons,3435
E06000025,South Gloucestershire,May 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,1.8
E08000007,Stockport,May 2024,Claimant count,Count,Persons,5780
E08000007,Stockport,May 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.2
E06000020,Telford and Wrekin,May 2024,Claimant count,Count,Persons,4240
E06000020,Telford and Wrekin,May 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.5
E06000055,Bedford,May 2024,Claimant count,Count,Persons,4730
E06000055,Bedford,May 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4
E06000050,Cheshire West and Chester,May 2024,Claimant count,Count,Persons,5625
E06000050,Cheshire West and Chester,May 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.5
E06000061,North Northamptonshire,May 2024,Claimant count,Count,Persons,7740
E06000061,North Northamptonshire,May 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.4
E08000002,Bury,May 2024,Claimant count,Count,Persons,5385
E08000002,Bury,May 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.5
E06000015,Derby,May 2024,Claimant count,Count,Persons,8895
E06000015,Derby,May 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.3
E06000031,Peterborough,May 2024,Claimant count,Count,Persons,7805
E06000031,Peterborough,May 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.7
E06000004,Stockton-on-Tees,May 2024,Claimant count,Count,Persons,4860
E06000004,Stockton-on-Tees,May 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.9
E06000006,Halton,May 2024,Claimant count,Count,Persons,3625
E06000006,Halton,May 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.5
E08000009,Trafford,May 2024,Claimant count,Count,Persons,4395
E08000009,Trafford,May 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3
E92000001,England,June 2024,Claimant count,Count,Persons,1429560
E92000001,England,June 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.9
E06000030,Swindon,June 2024,Claimant count,Count,Persons,4955
E06000030,Swindon,June 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.3
E06000007,Warrington,June 2024,Claimant count,Count,Persons,3255
E06000007,Warrington,June 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.5
E06000042,Milton Keynes,June 2024,Claimant count,Count,Persons,7675
E06000042,Milton Keynes,June 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4
E08000029,Solihull,June 2024,Claimant count,Count,Persons,4270
E08000029,Solihull,June 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.3
E06000025,South Gloucestershire,June 2024,Claimant count,Count,Persons,3500
E06000025,South Gloucestershire,June 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,1.9
E08000007,Stockport,June 2024,Claimant count,Count,Persons,5880
E08000007,Stockport,June 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.2
E06000020,Telford and Wrekin,June 2024,Claimant count,Count,Persons,4395
E06000020,Telford and Wrekin,June 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.7
E06000055,Bedford,June 2024,Claimant count,Count,Persons,4770
E06000055,Bedford,June 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4
E06000050,Cheshire West and Chester,June 2024,Claimant count,Count,Persons,5610
E06000050,Cheshire West and Chester,June 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.5
E06000061,North Northamptonshire,June 2024,Claimant count,Count,Persons,7745
E06000061,North Northamptonshire,June 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.4
E08000002,Bury,June 2024,Claimant count,Count,Persons,5510
E08000002,Bury,June 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.6
E06000015,Derby,June 2024,Claimant count,Count,Persons,9025
E06000015,Derby,June 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.3
E06000031,Peterborough,June 2024,Claimant count,Count,Persons,7815
E06000031,Peterborough,June 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.7
E06000004,Stockton-on-Tees,June 2024,Claimant count,Count,Persons,4845
E06000004,Stockton-on-Tees,June 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.9
E06000006,Halton,June 2024,Claimant count,Count,Persons,3600
E06000006,Halton,June 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.5
E08000009,Trafford,June 2024,Claimant count,Count,Persons,4495
E08000009,Trafford,June 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.1
E92000001,England,July 2024,Claimant count,Count,Persons,1552255
E92000001,England,July 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.3
E06000030,Swindon,July 2024,Claimant count,Count,Persons,5275
E06000030,Swindon,July 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.5
E06000007,Warrington,July 2024,Claimant count,Count,Persons,3615
E06000007,Warrington,July 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.8
E06000042,Milton Keynes,July 2024,Claimant count,Count,Persons,8200
E06000042,Milton Keynes,July 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.3
E08000029,Solihull,July 2024,Claimant count,Count,Persons,4665
E08000029,Solihull,July 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.6
E06000025,South Gloucestershire,July 2024,Claimant count,Count,Persons,3930
E06000025,South Gloucestershire,July 2024,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.1
E08000007,Stockport,July 2024,Claimant count,Count,Persons,6335
